DPS,EBIT,FCF,NetDebt_to_Sales,DPS_E,EBIT_E,DPS_Derection
,3640.61,-7740.24,33.13,,5500.75,1
,3690.95,-18143.57,65.19,95,10790.21,1
1000,3717.31,-2850.14,12.17,1730,9406.06,1
5860,3752.13,1736.34,33.47,9882,10696.13,1
200,3790.49,642.66,18.25,413,5070.48,1
700,3831.66,621.64,46.9,717,4292.1,1
650,3932.31,-374.94,48.84,667,4482.55,1
800,3936.69,925.98,33.53,703,4023.01,1
,3943.86,2159.34,31.93,,5035.34,1
450,3991.07,2292.81,14.14,388,4574.25,1
1200,4021.81,-1680.06,31.02,1275,4932.05,1
1750,4059.63,313.99,,2500,3380,1
3800,4279.11,-51321.54,92.64,4730,6718.6,1
2000,4346.63,56.68,2.59,,,1
650,4366.17,-4168.89,35.67,619,5727.23,1
1000,4425.15,1051.21,12.84,533,3986.78,1
500,4481.84,65.42,38.96,,,1
2250,4504.16,88.9,2.61,2000,5715.68,1
2400,4582.75,-1905.57,29.87,3600,6053.38,1
250,4609.06,-2827.18,105.08,208,3461.64,1
1000,4621.76,-10295.43,35.7,1002,9578.91,1
1500,4624.64,-425.55,10.91,920,4220.9,1
1450,4701.36,-5297.16,39.43,1542,6348.83,1
5220,4789.92,2345.2,21.03,7939,9774.16,1
2000,4934.78,2299.39,24.19,1636,4327.91,1
1500,5037.8,-5895.04,30.08,1424,6542.02,1
400,5075.39,-30164.78,476.4,,,1
150,5103.67,-3045.99,60.86,613,5621.61,1
616,5211.87,729.51,18.35,722,8199.47,1
734,5241.39,1184.69,15.21,772,8451.09,1
,5318.19,1402.94,7.91,429,6380.06,1
,5373.09,-526.75,82.45,,6424.52,1
,5582.58,4015.29,30.28,5,5821.75,1
1500,5685.98,1529.65,26.52,1517,5840.37,1
150,5763.38,-4580.27,44.69,247,6969.15,1
1200,5953.38,1893.47,34.07,1189,6265.33,1
2000,6115.5,-3694.27,49.21,2169,19511.56,1
500,6287.68,-1649.18,14.99,740,6368.37,1
250,6323.31,2453.61,42.38,283,7470.27,1
1500,6369.09,-2747.58,10.73,1612,7459.4,1
1250,6402.19,-6809.66,24.36,1300,7283.43,1
2000,6446.29,-7.36,11.81,1613,7259.55,1
2300,6562.17,-49.91,9.41,1280,5505.2,1
800,6622.26,-25809.34,16.35,1124,20410.66,1
3000,6980.27,2418.73,12.63,2131,7650.14,1
1000,7149.71,-18470.5,35.53,1141,10311.38,1
1500,7349.99,-1156.05,26.47,833,8156.88,1
500,7355.96,-6079.91,11.96,756,9520.09,1
350,7464.83,6864.62,34.75,317,7564.35,1
1200,7503.98,745.49,37.61,965,8854.8,1
5000,7575.39,2382.72,5.98,4826,10317.62,1
782,7581.99,4600.6,16.52,852,10802.71,1
500,7626.03,-16293.27,95.97,500,10674.25,1
2000,7633.26,-4785.35,60.25,2056,9121.07,1
3500,7991.86,-23212.7,56.33,3027,5096.34,1
5200,8010.38,-170.85,42.83,2007,7828.91,1
2000,8254.15,-39540.78,30.76,5391,18720.96,1
1100,8302.25,5786.46,20.52,977,9939.68,1
600,8596.67,-992.81,15.41,566,10443.13,1
3500,8765.38,2974.35,15.12,3344,8974.38,1
750,8783.28,10328.45,45.76,846,14286.75,1
450,8861.51,-25982.11,51.06,449,10065.42,1
3500,8968.58,-3596.15,44.94,3547,9694.2,1
750,9194.84,8692.72,23.53,750,12133.71,1
314,9425.33,4247.13,20.97,290,10756.14,1
2800,9753.24,5359.71,,3116,10361.43,1
2400,9900.89,-1195.48,4.17,2180,10821.2,1
5550,10365.88,-23610.83,53.54,3760,18191.4,1
500,10375.86,-22742.82,79.83,538,14399.67,1
6700,11072.59,4172.8,24.01,9272,11781.8,1
376,11550.25,5874.76,48.09,314,11094.86,1
11000,11764.11,4988.76,9.15,10265,12974.05,1
1446,11791.88,3618.33,8.88,1270,14402.65,1
1350,11841.07,3000.75,35.37,1193,13647.43,1
2000,11883.79,5417.43,45.39,1514,15198.42,1
2000,12092.33,23585.77,48.11,2053,19134.97,1
600,12572.34,-36941.25,330.59,,,1
500,12745.06,-6374.84,66.54,500,14951.14,1
4000,13107.61,4112.57,12.99,4134,17268.04,1
380,13345.14,966.57,106.71,1659,14458.07,1
2500,13443.49,515.4,11.03,2254,12635.26,1
1000,14265.47,-10702.07,6.18,1358,16812.25,1
1500,14852.61,-11770.55,44.93,1541,17428.88,1
750,14911.38,8504.08,73.08,505,15316.08,1
10000,15357.44,10506.07,44.88,10142,17426.63,1
1000,15883.16,16911.5,17.15,833,17235.13,1
1500,16948.98,-15471.36,45.77,1370,19332.75,1
4800,16975.03,-1212.97,11.73,4456,20573.34,1
2000,17484.09,-3640.2,52.35,2426,20474.43,1
9400,18251.05,7573.85,40.49,9738,23392.33,1
850,18772.18,-14219.57,9.17,1102,21660.56,1
4000,19103.23,250.51,12.67,4084,25425.42,1
10500,19461.77,-3463.98,29.78,11264,21466.67,1
1150,20096.8,-6728.77,11.52,1055,22542.21,1
9400,20111.09,4426.23,39.41,9500,23431.14,1
9400,20349.92,17011.63,33.4,9701,24088.19,1
1000,20664.57,-1178.37,17.62,1195,38122.05,1
9400,21793.37,11470.26,38.67,9534,24770.88,1
1100,23542.73,-32367.55,12.76,1210,29206.02,1
8000,24100.43,14575.7,43.41,7947,28949.78,1
1000,27191.79,-51834.82,45.17,1456,70240.71,1
8000,28443.25,22360.54,42.99,8171,34591.45,1
8000,29961.34,-23105.83,42.51,8056,37265.87,1
8000,32135.3,-13341.27,42.21,8100,38703.74,1
600,32767.46,-7485.21,25.21,600,51800.9,1
600,34990.88,12402.48,12.98,588,42747.01,1
650,35222.51,13154.72,8.21,672,44904.6,1
5000,37358.74,-45035.8,50.04,5150,57314,1
10000,38688.55,32917.74,32.81,10275,41877.4,1
8000,38923.07,9836.82,10.71,6336,41999.29,1
5500,41340.7,-8620.33,0.16,7579,25039.71,1
1170,50126.24,19716.49,40.42,1312,85791.32,1
300,51094.66,-1176.01,24.38,134,55572.25,1
4000,51935,-136979.61,78.44,4524,61302.02,1
3700,52807.83,28774.22,37.93,4091,58902.56,1
10000,54676.94,-58308.11,38.96,10053,57875.28,1
10000,55426,16026.91,31.25,8611,54230.72,1
500,57875.65,-37024.89,110.65,1805,69060.43,1
4000,63579.06,-191509.93,70.65,4205,73321.79,1
10000,65400.59,-4691.97,16.74,9814,52776.27,1
5000,66789.49,-213819.76,92.51,4441,80398.1,1
5500,69339.33,16919.08,0.15,6313,89432.01,1
1750,80288.29,-74702.17,56.33,1758,89398.04,1
17000,92380.89,-1108.54,29.5,15647,82824.06,1
5500,156442.91,1740.65,8.88,9634,203411.57,1
10000,166210.3,-40743.85,6.97,10357,173818.33,1
21000,264134.42,102142.87,6.42,27598,263478.59,1
8000,290493.38,95294.51,7.41,7594,353114.53,1
42500,536450.38,130500.03,7.85,66971,661011.2,1
1416,588866.69,260428.5,6.02,1492,512593.18,1

